order_id,ordered_at,city,cuisine,weather_condition,traffic_level,courier_type,delivery_tier,order_value_usd,item_count,prep_time_minutes,courier_distance_km,courier_rating,batch_size,active_orders_nearby,restaurant_backlog_orders,promised_delivery_minutes,actual_delivery_minutes,tip_rate,customer_rating,was_late
FDS-701424,2025-02-04T23:40:00,Atlanta,thai,clear,medium,car,standard,28.68,1,28,5.47,4.88,1,25,8,57.6,73.2,0.075,3.95,1
FDS-701425,2025-02-05T00:15:00,Chicago,indian,heatwave,medium,car,standard,16.28,1,20,6.95,4.55,1,42,18,55.3,94.6,0.167,3.4,1
FDS-701426,2025-02-05T00:50:00,Austin,pizza,heatwave,high,car,priority,27.33,2,23,3.8,4.51,1,40,14,41.3,71.5,0.091,3.35,1
FDS-701427,2025-02-05T01:25:00,Chicago,salad,heatwave,medium,scooter,standard,15.85,1,15,7.54,5,1,37,15,54.2,95.4,0.085,3.25,1
FDS-701428,2025-02-05T02:00:00,Seattle,pizza,heatwave,severe,car,standard,36.89,4,30,8.0,4.44,1,34,0,68.4,119.8,0.173,2.71,1
FDS-701429,2025-02-05T02:35:00,Seattle,sushi,clear,severe,car,standard,26.58,3,23,6.72,4.57,1,25,2,58.9,90.0,0.148,3.69,1
FDS-701430,2025-02-05T03:10:00,Seattle,burger,storm,medium,scooter,standard,17.8,3,18,4.03,4.87,1,29,9,40.5,77.1,0.146,3.26,1
FDS-701431,2025-02-05T03:45:00,Austin,salad,storm,low,car,standard,31.1,3,23,4.1,4.87,1,34,8,43.9,81.3,0.175,3.19,1
FDS-701432,2025-02-05T04:20:00,Chicago,indian,heatwave,medium,car,standard,19.21,3,21,3.03,4.66,1,49,18,41.3,84.8,0.105,2.85,1
FDS-701433,2025-02-05T04:55:00,Austin,pizza,clear,high,car,standard,31.35,3,19,7.01,4.61,1,41,2,54.9,83.9,0.122,3.38,1
FDS-701434,2025-02-05T05:30:00,Atlanta,thai,rain,low,walker,scheduled,28.7,3,23,2.63,4.55,1,41,10,40.9,80.7,0.083,3.83,1
FDS-701435,2025-02-05T06:05:00,Atlanta,mexican,heatwave,medium,bike,scheduled,27.33,6,35,1.97,4.95,1,68,13,51.2,92.4,0.089,3.0,1
FDS-701436,2025-02-05T06:40:00,Seattle,salad,heatwave,high,scooter,standard,10.5,4,26,4.26,4.55,1,27,6,47.4,65.8,0.09,3.2,1
FDS-701437,2025-02-05T07:15:00,Atlanta,burger,heatwave,medium,bike,standard,12.01,2,22,4.92,4.8,1,57,18,46.5,99.0,0.107,2.85,1
FDS-701438,2025-02-05T07:50:00,Austin,sushi,storm,high,car,standard,39.23,3,26,5.27,4.43,1,72,5,55.8,113.3,0.101,3.86,1
FDS-701439,2025-02-05T08:25:00,Phoenix,salad,rain,high,car,scheduled,27.94,5,21,8.56,5,2,26,12,65.9,118.4,0.138,2.04,1
FDS-701440,2025-02-05T09:00:00,Chicago,thai,heatwave,low,car,scheduled,29.01,1,13,5.92,4.66,1,8,23,43.7,88.2,0.126,3.67,1
FDS-701441,2025-02-05T09:35:00,Chicago,pizza,clear,low,car,scheduled,11.29,2,21,3.72,4.58,1,73,13,42.5,93.1,0.14,3.02,1
FDS-701442,2025-02-05T10:10:00,Austin,thai,heatwave,high,scooter,standard,35.59,4,23,6.65,4.87,1,73,11,54.3,116.8,0.09,2.44,1
FDS-701443,2025-02-05T10:45:00,Chicago,salad,storm,high,scooter,standard,27.5,6,31,2.36,4.84,3,50,18,45.3,102.0,0.093,2.3,1
FDS-701444,2025-02-05T11:20:00,New York,thai,storm,medium,car,standard,15.62,1,7,6.72,4.9,1,36,9,38.4,72.8,0.163,3.32,1
FDS-701445,2025-02-05T11:55:00,Chicago,pizza,heatwave,low,walker,priority,37.9,3,21,5.92,5,1,52,1,45.2,85.1,0.074,2.92,1
FDS-701446,2025-02-05T12:30:00,Phoenix,sushi,storm,severe,car,priority,38.69,5,29,3.39,4.85,1,39,5,41.9,88.0,0.143,3.02,1
FDS-701447,2025-02-05T13:05:00,Austin,burger,cold,high,car,priority,28.41,4,24,5.96,4.74,1,46,17,50.6,85.5,0.096,2.54,1
FDS-701448,2025-02-05T13:40:00,Chicago,burger,storm,low,car,standard,32.77,6,28,1.42,4.42,1,8,0,38.7,56.6,0.155,3.66,1
FDS-701449,2025-02-05T14:15:00,Chicago,burger,heatwave,high,car,scheduled,48.41,2,20,1.54,5,1,31,13,33.3,72.2,0.153,3.45,1
FDS-701450,2025-02-05T14:50:00,Atlanta,sushi,clear,medium,car,standard,28.19,5,23,3.99,4.08,1,63,17,47.4,93.6,0.095,2.4,1
FDS-701451,2025-02-05T15:25:00,Seattle,mexican,rain,medium,scooter,scheduled,26.91,4,26,7.45,4.75,1,65,14,66.9,124.8,0.024,2.31,1
FDS-701452,2025-02-05T16:00:00,Seattle,indian,cold,low,scooter,standard,28.7,4,35,5.36,4.49,2,67,11,60.6,87.8,0.088,3.48,1
FDS-701453,2025-02-05T16:35:00,Atlanta,indian,clear,high,car,standard,14.24,6,30,6.64,4.16,1,47,10,63.4,84.2,0.093,2.99,1
FDS-701454,2025-02-05T17:10:00,Seattle,indian,clear,low,scooter,scheduled,32.09,3,29,4.74,5,2,14,0,57.0,67.6,0.078,3.85,1
FDS-701455,2025-02-05T17:45:00,New York,burger,storm,high,car,standard,23.53,2,16,5.21,4.93,1,71,0,42.4,101.1,0.189,3.12,1
FDS-701456,2025-02-05T18:20:00,Chicago,burger,heatwave,high,scooter,scheduled,16.72,6,30,7.51,5,1,73,9,70.3,124.6,0.031,2.94,1
FDS-701457,2025-02-05T18:55:00,New York,salad,rain,high,scooter,priority,9,5,35,2.76,4.8,1,48,13,47.4,84.5,0.051,3.23,1
FDS-701458,2025-02-05T19:30:00,Chicago,indian,clear,medium,bike,standard,37.75,1,18,1.79,4.6,2,64,10,29.3,64.9,0.154,3.17,1
FDS-701459,2025-02-05T20:05:00,Chicago,mexican,rain,medium,car,standard,9,2,24,8.7,4.65,2,32,4,66.8,104.7,0.102,2.89,1
FDS-701460,2025-02-05T20:40:00,Atlanta,salad,heatwave,high,scooter,scheduled,29.14,4,31,5.86,4.39,1,47,6,64.4,104.8,0.172,2.73,1
FDS-701461,2025-02-05T21:15:00,Phoenix,burger,clear,medium,walker,standard,14.92,4,31,1.61,4.8,2,40,6,45.2,77.2,0.072,2.49,1
FDS-701462,2025-02-05T21:50:00,Austin,burger,clear,low,bike,priority,18.72,4,22,6.39,4.72,1,43,13,46.9,79.4,0.104,2.94,1
FDS-701463,2025-02-05T22:25:00,Austin,mexican,clear,medium,car,standard,29.29,4,19,2.61,4.38,2,46,21,34.8,73.6,0.141,3.27,1
FDS-701464,2025-02-05T23:00:00,Atlanta,pizza,cold,low,bike,standard,30.48,5,20,3.72,4.84,1,55,4,39.3,73.2,0.154,3.48,1
FDS-701465,2025-02-05T23:35:00,Atlanta,thai,clear,medium,car,priority,20.05,5,26,7.31,4.61,1,51,11,55.8,83.9,0.131,3.15,1
FDS-701466,2025-02-06T00:10:00,Chicago,pizza,rain,medium,scooter,standard,34.1,1,24,6.48,4.66,2,41,6,56.1,93.4,0.134,3.02,1
FDS-701467,2025-02-06T00:45:00,Seattle,mexican,cold,medium,car,priority,29.69,4,19,3.15,4.63,1,28,1,33.9,50.2,0.059,2.9,1
FDS-701468,2025-02-06T01:20:00,Chicago,mexican,clear,medium,scooter,standard,32.49,4,28,2.72,4.41,1,37,14,45.1,70.9,0.124,3.34,1
FDS-701469,2025-02-06T01:55:00,Austin,burger,rain,low,bike,priority,48.18,5,34,6.78,4.67,1,14,12,65.4,90.4,0.211,3.2,1
FDS-701470,2025-02-06T02:30:00,Atlanta,burger,clear,low,car,priority,44.97,4,22,4.56,4.68,2,40,11,41.4,79.4,0.089,3.03,1
FDS-701471,2025-02-06T03:05:00,Atlanta,pizza,clear,high,bike,standard,33.28,3,25,2.56,4.76,2,66,11,40.7,88.2,0.146,2.73,1
FDS-701472,2025-02-06T03:40:00,New York,thai,rain,high,scooter,priority,28.9,4,31,3.32,5,1,59,11,47.5,96.2,0.221,3.51,1
FDS-701473,2025-02-06T04:15:00,Seattle,sushi,storm,high,bike,standard,35.36,1,13,4.34,4.34,1,17,11,35.7,76.1,0.028,3.38,1
FDS-701474,2025-02-06T04:50:00,Atlanta,mexican,clear,high,car,priority,9.34,3,19,5.52,4.76,1,40,6,40.6,73.0,0.192,2.31,1
FDS-701475,2025-02-06T05:25:00,Austin,burger,clear,medium,car,standard,20.7,6,29,4.1,4.88,1,67,20,51.0,108.3,0.132,3.23,1
FDS-701476,2025-02-06T06:00:00,Chicago,pizza,clear,medium,scooter,standard,34.29,4,27,7.27,4.44,2,45,8,65.2,93.3,0.02,2.92,1
FDS-701477,2025-02-06T06:35:00,Seattle,burger,storm,medium,car,priority,26.48,5,32,3.39,4.86,1,32,4,46.4,81.5,0.154,2.59,1
FDS-701478,2025-02-06T07:10:00,New York,indian,rain,low,car,standard,22.35,2,23,8.08,4.3,2,48,5,60.4,95.5,0.237,3.22,1
FDS-701479,2025-02-06T07:45:00,Chicago,mexican,rain,severe,walker,scheduled,15.85,2,23,7.68,4.47,1,42,2,62.1,112.6,0.092,2.68,1
FDS-701480,2025-02-06T08:20:00,Chicago,thai,rain,severe,bike,standard,30.13,4,35,3.85,4.46,1,28,0,56.1,94.9,0.064,3.5,1
FDS-701481,2025-02-06T08:55:00,Atlanta,burger,cold,medium,bike,standard,17.96,2,16,6.38,4.61,1,34,9,49.7,82.5,0.1,3.65,1
FDS-701482,2025-02-06T09:30:00,Austin,thai,rain,high,walker,standard,43.52,4,18,5.59,5,1,65,7,45.0,91.0,0.127,3.15,1
FDS-701483,2025-02-06T10:05:00,Austin,thai,cold,medium,car,standard,40.28,4,16,2.74,4.78,1,34,5,31.7,54.9,0.062,3.33,1
FDS-701484,2025-02-06T10:40:00,Phoenix,salad,heatwave,medium,walker,scheduled,38.91,4,24,6.58,4.83,2,24,18,60.5,96.7,0.099,3.06,1
FDS-701485,2025-02-06T11:15:00,Atlanta,indian,clear,medium,car,standard,41.08,4,27,0.4,4.85,1,45,9,33.5,64.0,0.193,3.68,1
FDS-701486,2025-02-06T11:50:00,Chicago,sushi,heatwave,low,car,standard,41.73,5,22,2.45,4.24,2,35,3,39.9,60.6,0.092,2.94,1
FDS-701487,2025-02-06T12:25:00,Austin,mexican,clear,low,bike,standard,27.11,2,14,3.26,4.71,1,35,4,32.4,48.7,0.074,3.02,1
FDS-701488,2025-02-06T13:00:00,Phoenix,salad,storm,medium,scooter,standard,21.89,2,35,3.84,4.69,1,36,19,54.2,103.5,0.09,2.42,1
FDS-701489,2025-02-06T13:35:00,Atlanta,pizza,clear,severe,car,priority,18.35,3,14,7.68,4.81,1,32,16,45.7,99.6,0.098,3.05,1
FDS-701490,2025-02-06T14:10:00,Atlanta,salad,heatwave,low,bike,standard,29.21,1,17,2.29,4.79,1,43,12,33.6,71.0,0.089,2.96,1
FDS-701491,2025-02-06T14:45:00,New York,salad,rain,low,car,priority,43.49,6,33,4.85,4.94,1,22,7,55.5,78.2,0.109,2.88,1
FDS-701492,2025-02-06T15:20:00,Chicago,salad,clear,medium,car,standard,37.0,5,17,7.47,4.75,1,17,24,54.6,91.0,0.039,2.79,1
FDS-701493,2025-02-06T15:55:00,New York,thai,rain,medium,car,standard,47.27,3,22,4.11,4.53,1,51,24,43.4,94.6,0.12,3.26,1
FDS-701494,2025-02-06T16:30:00,New York,sushi,rain,medium,bike,standard,22.02,4,25,2.67,4.56,1,35,17,43.6,69.1,0.094,2.6,1
FDS-701495,2025-02-06T17:05:00,Chicago,pizza,clear,high,car,standard,27.74,2,16,5.28,4.52,1,34,11,42.5,87.3,0.107,2.9,1
FDS-701496,2025-02-06T17:40:00,Chicago,sushi,clear,high,car,standard,27.55,4,15,2.0,4.42,1,33,3,29.5,57.0,0.062,3.53,1
FDS-701497,2025-02-06T18:15:00,Seattle,burger,rain,high,car,scheduled,20.53,3,25,3.51,4.73,1,22,5,49.7,82.1,0.132,3.44,1
FDS-701498,2025-02-06T18:50:00,Seattle,indian,clear,low,car,priority,32.42,3,21,7.44,4.7,2,34,12,51.6,74.4,0.101,3.22,1
FDS-701499,2025-02-06T19:25:00,New York,pizza,clear,high,walker,standard,23.17,1,14,2.74,5,1,28,1,32.5,56.7,0.138,3.18,1
FDS-701500,2025-02-06T20:00:00,Phoenix,sushi,clear,high,scooter,standard,21.1,6,22,9.09,4.83,1,31,21,65.2,100.8,0.099,3.39,1
FDS-701501,2025-02-06T20:35:00,Seattle,burger,clear,severe,scooter,standard,20.22,7,25,5.28,5,1,15,9,52.6,85.0,0.076,3.3,1
FDS-701502,2025-02-06T21:10:00,Chicago,burger,clear,high,walker,standard,38.94,1,28,2.46,4.55,1,48,2,44.2,76.9,0.151,3.3,1
FDS-701503,2025-02-06T21:45:00,Austin,indian,clear,medium,walker,standard,21.34,2,18,8.02,4.25,1,17,10,58.4,73.5,0.137,3.44,1
FDS-701504,2025-02-06T22:20:00,Seattle,indian,heatwave,high,bike,standard,20.59,2,21,4.99,5,1,22,11,47.7,82.4,0.13,3.42,1
FDS-701505,2025-02-06T22:55:00,Seattle,salad,clear,high,car,priority,17.51,4,27,1.7,4.82,1,48,19,35.0,78.2,0.049,3.02,1
FDS-701506,2025-02-06T23:30:00,Chicago,sushi,rain,high,car,priority,29.0,4,20,5.98,5,1,37,14,46.7,92.0,0.125,2.75,1
FDS-701507,2025-02-07T00:05:00,New York,thai,cold,medium,scooter,standard,24.63,3,28,4.9,4.76,1,25,16,53.0,80.9,0.119,3.21,1
FDS-701508,2025-02-07T00:40:00,Phoenix,sushi,clear,medium,car,standard,32.07,4,24,4.81,4.89,2,13,12,48.2,67.7,0.161,3.76,1
FDS-701509,2025-02-07T01:15:00,Phoenix,burger,clear,medium,scooter,scheduled,9,3,17,4.83,4.5,1,22,12,42.9,60.4,0.059,3.67,1
FDS-701510,2025-02-07T01:50:00,Austin,sushi,clear,medium,car,standard,29.24,1,18,6.23,4.34,1,63,5,49.9,88.9,0.082,3.26,1
FDS-701511,2025-02-07T02:25:00,New York,sushi,rain,medium,bike,standard,38.94,2,21,2.26,4.75,1,27,7,36.0,72.2,0.182,3.1,1
FDS-701512,2025-02-07T03:00:00,Atlanta,thai,clear,low,walker,standard,21.34,6,26,4.51,4.83,1,26,8,49.7,79.7,0.091,2.73,1
FDS-701513,2025-02-07T03:35:00,Austin,mexican,rain,low,walker,scheduled,35.88,5,24,3.73,4.45,1,25,19,44.7,91.0,0.137,2.65,1
FDS-701514,2025-02-07T04:10:00,Seattle,mexican,clear,medium,car,standard,30.09,7,27,2.85,4.97,1,40,4,43.7,59.5,0.083,3.76,1
FDS-701515,2025-02-07T04:45:00,Seattle,burger,clear,medium,bike,standard,36.79,1,10,5.54,4.9,2,74,5,41.1,77.9,0.109,3.37,1
FDS-701516,2025-02-07T05:20:00,Seattle,burger,heatwave,medium,scooter,standard,21.6,3,21,5.6,4.75,1,28,25,50.5,79.0,0.117,3.72,1
FDS-701517,2025-02-07T05:55:00,New York,mexican,clear,severe,car,standard,24.25,3,22,0.76,4.43,1,58,8,30.5,78.5,0.074,3.06,1
FDS-701518,2025-02-07T06:30:00,Chicago,mexican,storm,low,bike,scheduled,25.84,2,23,3.18,4.67,2,31,13,41.6,81.6,0.123,3.03,1
FDS-701519,2025-02-07T07:05:00,Seattle,burger,cold,medium,car,standard,30.67,6,23,3.75,4.58,2,58,11,44.7,101.6,0.092,2.86,1
FDS-701520,2025-02-07T07:40:00,Phoenix,sushi,rain,medium,car,standard,22.82,4,28,4.82,4.43,2,67,8,55.6,95.4,0.021,2.93,1
FDS-701521,2025-02-07T08:15:00,Austin,thai,rain,high,car,priority,39.08,1,19,7.74,4.57,2,66,17,53.6,115.8,0.072,2.75,1
FDS-701522,2025-02-07T08:50:00,Seattle,salad,clear,high,scooter,standard,9.27,8,31,4.54,5,1,36,2,58.0,82.2,0.074,3.22,1
FDS-701523,2025-02-07T09:25:00,Austin,indian,heatwave,severe,scooter,standard,16.4,2,20,2.28,4.5,2,55,0,33.1,78.8,0.145,2.96,1
FDS-701524,2025-02-07T10:00:00,Atlanta,burger,clear,medium,scooter,standard,9,1,23,2.98,5,1,8,4,40.3,62.6,0.093,2.93,1
FDS-701525,2025-02-07T10:35:00,Austin,sushi,heatwave,severe,car,standard,24.66,4,26,0.7,4.47,1,47,7,34.5,81.3,0.118,3.19,1
FDS-701526,2025-02-07T11:10:00,New York,sushi,clear,low,bike,scheduled,17.58,3,17,5.99,4.5,1,50,14,50.6,78.6,0.222,3.31,1
FDS-701527,2025-02-07T11:45:00,Seattle,burger,clear,medium,bike,standard,9,1,22,3.83,4.76,1,46,10,43.9,66.4,0.173,3.43,1
FDS-701528,2025-02-07T12:20:00,Austin,indian,clear,medium,bike,standard,21.75,4,25,4.66,4.68,2,51,15,51.6,82.7,0.08,2.8,1
FDS-701529,2025-02-07T12:55:00,Phoenix,burger,clear,low,walker,priority,29.5,5,32,2.89,4.38,2,11,8,44.1,68.9,0.166,3.26,1
FDS-701530,2025-02-07T13:30:00,Austin,indian,clear,medium,bike,priority,12.71,4,18,5.94,4.72,1,37,5,45.2,64.5,0.09,3.61,1
FDS-701531,2025-02-07T14:05:00,Austin,salad,heatwave,severe,bike,standard,33.49,4,24,6.91,4.61,1,52,15,57.1,128.7,0.13,2.11,1
FDS-701532,2025-02-07T14:40:00,Austin,burger,rain,high,car,scheduled,10.43,2,20,3.87,4.44,1,46,1,42.4,80.4,0.057,3.19,1
FDS-701533,2025-02-07T15:15:00,Austin,thai,rain,medium,car,priority,26.0,4,21,1.52,4.65,1,53,27,29.6,79.9,0.132,3.26,1
FDS-701534,2025-02-07T15:50:00,Chicago,indian,rain,medium,car,standard,25.53,5,32,2.59,5,1,10,14,49.4,81.1,0.052,3.09,1
FDS-701535,2025-02-07T16:25:00,Chicago,pizza,rain,medium,car,scheduled,14.63,2,23,5.79,4.94,1,11,21,53.7,81.7,0.154,3.26,1
FDS-701536,2025-02-07T17:00:00,Seattle,sushi,storm,medium,walker,standard,33.41,2,26,4.63,4.88,1,43,9,52.6,108.6,0.127,3.37,1
FDS-701537,2025-02-07T17:35:00,Phoenix,indian,clear,medium,walker,priority,9,2,23,4.33,4.72,1,42,12,44.1,69.4,0.191,3.23,1
FDS-701538,2025-02-07T18:10:00,New York,thai,clear,medium,bike,standard,41.27,4,25,8.0,4.49,1,32,13,62.7,100.9,0.048,2.69,1
FDS-701539,2025-02-07T18:45:00,Chicago,mexican,clear,low,walker,standard,26.02,4,25,3.62,4.41,1,56,2,46.5,74.1,0.079,3.21,1
FDS-701540,2025-02-07T19:20:00,Seattle,sushi,rain,medium,bike,standard,31.34,2,25,2.17,4.83,1,8,17,38.1,67.6,0.081,2.89,1
FDS-701541,2025-02-07T19:55:00,Chicago,indian,heatwave,medium,car,standard,22.87,6,33,5.11,4.73,1,55,4,62.2,96.1,0.048,2.97,1
FDS-701542,2025-02-07T20:30:00,Austin,mexican,cold,low,scooter,scheduled,36.15,1,20,5.45,4.45,1,42,8,49.0,68.9,0.084,3.27,1
FDS-701543,2025-02-07T21:05:00,Phoenix,salad,clear,low,walker,priority,32.17,5,23,2.74,4.98,1,28,0,35.8,47.5,0.02,3.19,1
FDS-701544,2025-02-07T21:40:00,Atlanta,indian,clear,medium,car,standard,18.08,2,25,8.2,4.76,1,38,6,65.6,92.8,0.03,3.5,1
FDS-701545,2025-02-07T22:15:00,Phoenix,sushi,clear,high,scooter,standard,11.14,3,17,5.55,4.55,1,16,4,44.4,69.2,0.1,3.65,1
FDS-701546,2025-02-07T22:50:00,Austin,indian,cold,high,bike,standard,41.17,1,22,0.84,5,1,31,19,33.5,76.8,0.118,2.23,1
FDS-701547,2025-02-07T23:25:00,New York,mexican,clear,medium,walker,scheduled,27.79,1,19,0.4,5,1,28,11,28.4,60.7,0.103,3.3,1
FDS-701548,2025-02-08T00:00:00,Seattle,mexican,rain,high,car,standard,30.22,6,21,5.92,4.6,2,57,14,51.1,115.2,0.125,3.01,1
FDS-701549,2025-02-08T00:35:00,Chicago,burger,clear,medium,walker,scheduled,29.25,4,24,5.65,4.55,1,40,20,56.2,99.4,0.185,3.15,1
FDS-701550,2025-02-08T01:10:00,Atlanta,burger,cold,medium,bike,standard,11.52,1,11,2.74,4.74,1,39,15,29.5,67.5,0.201,3.42,1
FDS-701551,2025-02-08T01:45:00,Chicago,pizza,clear,medium,bike,standard,18.76,3,24,2.33,4.95,1,8,7,40.2,55.9,0.188,3.61,1
FDS-701552,2025-02-08T02:20:00,Atlanta,mexican,clear,severe,car,standard,27.21,1,20,5.95,4.3,2,41,3,51.5,91.3,0.146,2.71,1
FDS-701553,2025-02-08T02:55:00,New York,salad,rain,high,bike,standard,28.64,4,22,4.3,5,1,50,8,45.6,97.1,0.047,2.59,1
FDS-701554,2025-02-08T03:30:00,Atlanta,pizza,rain,severe,car,standard,15.9,3,15,3.74,4.55,1,49,1,38.3,73.2,0.087,2.67,1
FDS-701555,2025-02-08T04:05:00,Atlanta,salad,rain,high,scooter,standard,33.96,2,37,4.07,4.88,1,40,18,60.7,107.4,0.063,3.59,1
FDS-701556,2025-02-08T04:40:00,Phoenix,indian,clear,medium,car,standard,27.62,3,16,6.84,4.44,1,36,0,51.3,67.8,0.145,3.87,1
FDS-701557,2025-02-08T05:15:00,New York,sushi,clear,high,walker,priority,32.93,4,29,7.59,4.83,2,45,14,61.3,100.8,0.207,3.49,1
FDS-701558,2025-02-08T05:50:00,Atlanta,thai,rain,high,bike,standard,29.44,4,25,6.3,4.75,1,27,12,55.9,87.5,0.02,2.95,1
FDS-701559,2025-02-08T06:25:00,Seattle,mexican,clear,severe,car,standard,22.47,3,26,3.51,4.74,1,46,18,44.7,108.0,0.126,2.22,1
FDS-701560,2025-02-08T07:00:00,Seattle,salad,cold,high,car,scheduled,27.15,2,19,3.06,4.77,1,54,12,38.4,87.6,0.203,3.47,1
FDS-701561,2025-02-08T07:35:00,New York,salad,heatwave,medium,car,standard,18.41,5,26,4.65,4.5,1,56,16,50.9,96.5,0.085,2.56,1
FDS-701562,2025-02-08T08:10:00,Chicago,thai,clear,medium,car,priority,18.87,1,20,6.34,4.87,2,43,11,47.9,74.2,0.098,3.39,1
FDS-701563,2025-02-08T08:45:00,Austin,sushi,clear,medium,car,priority,33.67,2,20,6.0,4.85,1,44,0,48.0,78.3,0.178,3.58,1
FDS-701564,2025-02-08T09:20:00,New York,pizza,heatwave,low,walker,standard,41.28,3,34,5.11,4.45,1,42,17,60.9,99.3,0.056,3.01,1
FDS-701565,2025-02-08T09:55:00,Austin,pizza,rain,high,bike,standard,37.99,1,14,6.49,4.65,1,45,4,44.4,91.3,0.087,3.1,1
FDS-701566,2025-02-08T10:30:00,Chicago,indian,clear,medium,car,priority,14.92,5,24,4.38,4.85,1,40,15,41.7,77.3,0.182,3.54,1
FDS-701567,2025-02-08T11:05:00,Chicago,burger,cold,medium,car,standard,20.73,3,22,3.66,4.75,1,35,20,43.5,81.8,0.053,3.69,1
FDS-701568,2025-02-08T11:40:00,Atlanta,indian,heatwave,high,scooter,scheduled,36.88,4,21,2.74,4.56,1,53,16,39.8,87.5,0.112,2.97,1
FDS-701569,2025-02-08T12:15:00,Phoenix,burger,cold,medium,bike,standard,25.2,7,29,6.11,4.58,1,28,12,61.1,100.2,0.1,3.08,1
FDS-701570,2025-02-08T12:50:00,Phoenix,pizza,clear,medium,scooter,standard,34.76,4,20,8.58,4.74,1,24,6,59.3,98.7,0.02,3.28,1
FDS-701571,2025-02-08T13:25:00,Seattle,pizza,clear,severe,bike,standard,13.02,3,28,4.06,4.76,1,56,14,49.3,93.0,0.033,3.21,1
FDS-701572,2025-02-08T14:00:00,Austin,mexican,clear,severe,car,standard,26.02,3,17,9.28,4.7,1,57,19,63.4,108.6,0.095,3.48,1
FDS-701573,2025-02-08T14:35:00,Chicago,burger,cold,low,car,standard,35.68,3,26,4.58,4.62,1,40,12,53.1,68.7,0.074,3.69,1
FDS-701574,2025-02-08T15:10:00,Phoenix,thai,clear,low,bike,priority,26.14,3,19,3.43,4.88,1,57,16,35.4,64.0,0.135,3.32,1
FDS-701575,2025-02-08T15:45:00,New York,pizza,clear,high,walker,standard,32.19,2,22,6.52,4.36,1,61,15,52.4,96.1,0.074,2.95,1
FDS-701576,2025-02-08T16:20:00,Seattle,salad,clear,high,scooter,standard,45.08,6,25,4.61,4.41,1,72,15,49.4,92.9,0.167,2.82,1
FDS-701577,2025-02-08T16:55:00,Austin,indian,clear,medium,scooter,standard,35.01,3,24,3.43,4.35,1,54,7,46.2,74.5,0.235,3.64,1
FDS-701578,2025-02-08T17:30:00,Seattle,sushi,clear,medium,car,standard,50.05,1,15,6.79,4.56,1,42,8,46.9,67.1,0.06,3.54,1
FDS-701579,2025-02-08T18:05:00,New York,pizza,cold,medium,bike,standard,21.79,4,26,1.91,4.76,1,71,15,39.1,87.1,0.115,3.33,1
FDS-701580,2025-02-08T18:40:00,Seattle,indian,clear,medium,scooter,scheduled,27.06,1,14,8.56,4.7,1,50,17,55.5,93.3,0.142,2.9,1
FDS-701581,2025-02-08T19:15:00,Atlanta,burger,rain,low,car,standard,34.03,1,19,7.54,4.35,1,46,9,57.2,105.4,0.054,2.68,1
FDS-701582,2025-02-08T19:50:00,New York,indian,heatwave,low,bike,standard,19.87,3,22,6.6,4.74,2,69,8,55.2,93.6,0.084,2.94,1
FDS-701583,2025-02-08T20:25:00,Chicago,indian,rain,high,scooter,priority,26.97,3,19,6.84,4.97,1,31,14,46.5,97.5,0.214,3.21,1
FDS-701584,2025-02-08T21:00:00,Austin,thai,clear,medium,car,standard,35.81,3,24,5.76,4.54,1,37,6,53.4,80.0,0.114,3.35,1
FDS-701585,2025-02-08T21:35:00,Chicago,thai,rain,medium,bike,standard,26.65,5,25,8.02,4.66,2,50,23,65.5,109.8,0.121,2.77,1
FDS-701586,2025-02-08T22:10:00,Atlanta,salad,rain,medium,scooter,standard,28.04,4,19,4.21,4.58,1,45,19,42.0,89.4,0.106,2.65,1
FDS-701587,2025-02-08T22:45:00,Seattle,thai,cold,medium,bike,standard,19.72,3,22,2.68,4.93,1,47,11,40.0,75.5,0.117,3.28,1
FDS-701588,2025-02-08T23:20:00,New York,pizza,clear,low,scooter,standard,42.31,6,25,3.85,4.41,1,26,12,45.7,69.7,0.095,2.77,1
FDS-701589,2025-02-08T23:55:00,Chicago,thai,rain,high,car,priority,29.08,1,13,1.3,5,2,47,8,18,73.6,0.036,2.14,1
FDS-701590,2025-02-09T00:30:00,Austin,indian,clear,high,scooter,standard,10.45,1,9,10.64,4.79,1,31,7,59.5,103.9,0.043,2.22,1
FDS-701591,2025-02-09T01:05:00,Seattle,sushi,rain,high,walker,standard,17.09,2,21,2.15,4.95,2,39,4,36.3,85.1,0.095,2.56,1
FDS-701592,2025-02-09T01:40:00,Austin,salad,clear,low,bike,scheduled,26.89,3,22,4.92,5,1,61,5,50.3,88.5,0.02,3.38,1
FDS-701593,2025-02-09T02:15:00,Atlanta,pizza,rain,high,scooter,priority,15.94,8,37,2.07,4.73,1,60,12,46.0,96.4,0.101,2.78,1
FDS-701594,2025-02-09T02:50:00,Atlanta,sushi,cold,medium,car,standard,13.61,4,13,6.93,5,1,30,15,47.9,83.2,0.202,2.91,1
FDS-701595,2025-02-09T03:25:00,Atlanta,sushi,cold,severe,bike,standard,30.48,3,22,1.61,4.78,2,65,11,31.8,83.5,0.171,2.54,1
FDS-701596,2025-02-09T04:00:00,Chicago,thai,rain,low,bike,priority,25.54,4,23,3.09,4.66,2,31,10,38.5,63.3,0.032,3.02,1
